mod,sub,nrom,departamento,categorias,co2abs,co2,ch4,n2o,hfc-23,hfc-32,hfc-125,hfc-134a,hfc-143a,hfc-152a,hfc-227ea,hfc-236fa,hfc-245fa,hfc-365mfc,hfc-43-10mee,pfc-14,pfc-116,sf6,co2abseq,co2eq,ch4eq,n2oeq,hfc-23eq,hfc-32eq,hfc-125eq,hfc-134aeq,hfc-143aeq,hfc-152aeq,hfc-227eaeq,hfc-236faeq,hfc-245faeq,hfc-365mfceq,hfc-43-10meeeq,pfc-14eq,pfc-116eq,sf6eq,abosorciones_totales,emisiones_totales,emisiones_netas,sector_principal
1.0,b,iii,SANTANDER,1A3biii2 - Camiones y volquetas,,387.5726689,0.049367287,0.022783545,,,,,,,,,,,,,,,,387.5726689,1.382284035,6.037639429,,,,,,,,,,,,,,,,394.9925924,394.9925924,Energía
1.0,b,iii,SANTANDER,1A3biii3 - Tractocamiones,,366.3066447,0.0238089632,0.02122319,,,,,,,,,,,,,,,,366.3066447,0.6666509696,5.624145348,,,,,,,,,,,,,,,,372.597441,372.597441,Energía
1.0,b,iv,SANTANDER,1A3biv - Motocicletas,,380.1514729,0.0583831701,0.0185040373,,,,,,,,,,,,,,,,380.1514729,1.634728762,4.903569896,,,,,,,,,,,,,,,,386.6897716,386.6897716,Energía
1.0,b,iv,SANTANDER,1A3biv1 - Motos,,378.6838441,0.0581610346,0.0184323146,,,,,,,,,,,,,,,,378.6838441,1.628508969,4.88456337,,,,,,,,,,,,,,,,385.1969165,385.1969165,Energía
1.0,b,iv,SANTANDER,1A3biv2 - Otros,,1.467628821,0.0002221355,7.17227e-05,,,,,,,,,,,,,,,,1.467628821,0.0062197932,0.0190065258,,,,,,,,,,,,,,,,1.49285514,1.49285514,Energía
1.0,b,v,SANTANDER,1A3bv - Emisiones por evaporación procedentes de vehículos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,b,vi,SANTANDER,1A3bvi - Catalizadores basados en urea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,c,,SANTANDER,1A3c - Ferrocarriles,,0.0014927898,8.15e-08,5.339e-07,,,,,,,,,,,,,,,,0.0014927898,0.0000022829,0.0001414787,,,,,,,,,,,,,,,,0.0016365514,0.0016365514,Energía
1.0,d,,SANTANDER,1A3d - Navegación marítima y fluvial,,13.66636322,0.0014170412,0.0004048689,,,,,,,,,,,,,,,,13.66636322,0.0396771524,0.107290259,,,,,,,,,,,,,,,,13.81333063,13.81333063,Energía
1.0,d,ii,SANTANDER,1A3dii - Navegación marítima y fluvial nacional,,13.66636322,0.0014170412,0.0004048689,,,,,,,,,,,,,,,,13.66636322,0.0396771524,0.107290259,,,,,,,,,,,,,,,,13.81333063,13.81333063,Energía
1.0,e,,SANTANDER,1A3e - Otro tipo de transporte,,291.2013065,0.0693293249,0.1012123896,,,,,,,,,,,,,,,,291.2013065,1.941221096,26.82128323,,,,,,,,,,,,,,,,319.9638108,319.9638108,Energía
1.0,e,i,SANTANDER,1A3ei - Transporte por gasoductos,,33.14398638,0.0549026937,0.0017903052,,,,,,,,,,,,,,,,33.14398638,1.537275425,0.4744308861,,,,,,,,,,,,,,,,35.15569269,35.15569269,Energía
1.0,e,ii,SANTANDER,1A3eii - Todo terreno,,258.0573201,0.0144266311,0.0994220843,,,,,,,,,,,,,,,,258.0573201,0.4039456713,26.34685235,,,,,,,,,,,,,,,,284.8081181,284.8081181,Energía
1.0,,,SANTANDER,1A4 - Otros sectores,,340.716483,3.358276905,0.0545458462,,,,,,,,,,,,,,,,340.716483,94.03175334,14.45464924,,,,,,,,,,,,,,,,449.2028856,449.2028856,Energía
1.0,a,,SANTANDER,1A4a - Comercial / Institucional,,65.96450819,0.0056627395,0.0001132548,,,,,,,,,,,,,,,,65.96450819,0.1585567071,0.0300125196,,,,,,,,,,,,,,,,45.83382961,66.15307742,Energía
1.0,b,,SANTANDER,1A4b - Residencial,,222.3455688,1.764372637,0.0235161849,,,,,,,,,,,,,,,,222.3455688,49.40243384,6.231788996,,,,,,,,,,,,,,,,298.2990394,277.9797916,Energía
1.0,c,,SANTANDER,1A4c - Agricultura / Silvicultura / Pesca / Piscifactorías  - Estacionaria,,52.40640607,1.588241528,0.0309164065,,,,,,,,,,,,,,,,52.40640607,44.47076279,8.192847723,,,,,,,,,,,,,,,,105.0700166,105.0700166,Energía
1.0,c,i,SANTANDER,1A4ci - Estacionaria,,27.51034877,1.58684972,0.0213246696,,,,,,,,,,,,,,,,27.51034877,44.43179217,5.651037456,,,,,,,,,,,,,,,,77.5931784,77.5931784,Energía
1.0,c,ii,SANTANDER,1A4cii - Vehículos todo terreno y maquinaria,,24.8960573,0.001391808,0.0095917369,,,,,,,,,,,,,,,,24.8960573,0.0389706232,2.541810267,,,,,,,,,,,,,,,,27.47683819,27.47683819,Energía
1.0,c,ii,SANTANDER,1A4cii - Vehículos todo terreno y maquinaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,c,iii,SANTANDER,1A4ciii - Pesca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Energía
1.0,,,SANTANDER,1A5 - No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,,SANTANDER,1A5a - Estacionario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,b,,SANTANDER,1A5b - Móvil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,b,i,SANTANDER,1A5bi - Móvil (componente aviación),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,b,ii,SANTANDER,1A5bii - Móvil (componente del sector marítimo y fluvial),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,b,iii,SANTANDER,1A5biii - Móvil (otros),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,,,SANTANDER,1B - Emisiones fugitivas provenientes de la fabricación de combustible,,210.6004184,6.120235809,0.0029336349,,,,,,,,,,,,,,,,210.6004184,171.3666027,0.7774132383,,,,,,,,,,,,,,,,382.7444343,382.7444343,Energía
1.0,,,SANTANDER,1B1 - Combustibles sólidos,,0.254559954,0.110144918,,,,,,,,,,,,,,,,,0.254559954,3.084057704,,,,,,,,,,,,,,,,,3.338617658,3.338617658,Energía
1.0,a,,SANTANDER,1B1a - Minería carbonífera y manejo del carbón,,0.254559954,0.110144918,,,,,,,,,,,,,,,,,0.254559954,3.084057704,,,,,,,,,,,,,,,,,3.338617658,3.338617658,Energía
1.0,a,i,SANTANDER,1B1ai - Minas subterráneas,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,i,SANTANDER,1B1ai1 - Minería,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,i,SANTANDER,1B1ai2 - Emisiones posteriores a la minería,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,i,SANTANDER,1B1ai3 - Minas subterráneas abandonadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,i,SANTANDER,1B1ai4 - Quema en antorcha de metano drenado o conversión de metano en CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,ii,SANTANDER,1B1aii - Minas de superficie,,0.254559954,0.110144918,,,,,,,,,,,,,,,,,0.254559954,3.084057704,,,,,,,,,,,,,,,,,3.338617658,3.338617658,Energía
1.0,a,ii,SANTANDER,1B1aii1 - Minería,,0.254559954,0.08472686,,,,,,,,,,,,,,,,,0.254559954,2.37235208,,,,,,,,,,,,,,,,,2.626912034,2.626912034,Energía
1.0,a,ii,SANTANDER,1B1aii2 - Emisiones posteriores a la minería,,,0.025418058,,,,,,,,,,,,,,,,,,0.711705624,,,,,,,,,,,,,,,,,0.711705624,0.711705624,Energía
1.0,b,,SANTANDER,1B1b - Combustión espontánea y vertederos para quema de carbón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,c,,SANTANDER,1B1c - Transformación de combustibles sólidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,,,SANTANDER,1B2 - Petróleo y gas natural,,210.3458584,6.010090891,0.0029336349,,,,,,,,,,,,,,,,210.3458584,168.282545,0.7774132383,,,,,,,,,,,,,,,,379.4058166,379.4058166,Energía
1.0,a,,SANTANDER,1B2a - Petróleo,,201.5591793,4.184465788,0.0029167125,,,,,,,,,,,,,,,,201.5591793,117.1650421,0.7729288204,,,,,,,,,,,,,,,,319.4971502,319.4971502,Energía
1.0,a,i,SANTANDER,1B2ai - Venteo,,0.4177857165,3.175171445,,,,,,,,,,,,,,,,,0.4177857165,88.90480046,,,,,,,,,,,,,,,,,89.32258618,89.32258618,Energía
1.0,a,ii,SANTANDER,1B2aii - Quema en antorcha,,192.9774543,0.307382699,0.0029158146,,,,,,,,,,,,,,,,192.9774543,8.606715572,0.7726908737,,,,,,,,,,,,,,,,202.3568608,202.3568608,Energía
1.0,a,iii,SANTANDER,1B2aiii - Todos los demás,,8.163939248,0.7019116442,8.979e-07,,,,,,,,,,,,,,,,8.163939248,19.65352604,0.0002379467,,,,,,,,,,,,,,,,27.81770323,27.81770323,Energía
1.0,a,iii,SANTANDER,1B2aiii1 - Exploración,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,iii,SANTANDER,1B2aiii2 - Producción y refinación,,7.984553499,0.3787807766,,,,,,,,,,,,,,,,,7.984553499,10.60586174,,,,,,,,,,,,,,,,,18.59041524,18.59041524,Energía
1.0,a,iii,SANTANDER,1B2aiii3 - Transporte,,0.1793857497,0.0428119077,8.979e-07,,,,,,,,,,,,,,,,0.1793857497,1.198733416,0.0002379467,,,,,,,,,,,,,,,,1.378357112,1.378357112,Energía
1.0,a,iii,SANTANDER,1B2aiii4 - Refinación,,,0.2803189599,,,,,,,,,,,,,,,,,,7.848930878,,,,,,,,,,,,,,,,,7.848930878,7.848930878,Energía
1.0,a,iii,SANTANDER,1B2aiii5 - Distribución de productos de petróleo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,iii,SANTANDER,1B2aiii6 - Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,b,,SANTANDER,1B2b - Gas Natural,,8.786679125,1.825625103,1.69223e-05,,,,,,,,,,,,,,,,8.786679125,51.11750288,0.0044844179,,,,,,,,,,,,,,,,59.90866642,59.90866642,Energía
1.0,b,i,SANTANDER,1B2bi - Venteo,,7.486984118,0.1533919076,,,,,,,,,,,,,,,,,7.486984118,4.294973413,,,,,,,,,,,,,,,,,11.78195753,11.78195753,Energía
1.0,b,ii,SANTANDER,1B2bii - Quema en antorcha,,1.22121537,0.0090282958,1.69223e-05,,,,,,,,,,,,,,,,1.22121537,0.2527922814,0.0044844179,,,,,,,,,,,,,,,,1.47849207,1.47849207,Energía
1.0,b,iii,SANTANDER,1B2biii - Todos los demás,,0.0784796367,1.6632049,0.0,,,,,,,,,,,,,,,,0.0784796367,46.56973719,0,,,,,,,,,,,,,,,,46.64821682,46.64821682,Energía
1.0,b,iii,SANTANDER,1B2biii1 - Exploración,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,b,iii,SANTANDER,1B2biii2 - Producción,,0.0229037489,0.6393963233,,,,,,,,,,,,,,,,,0.0229037489,17.90309705,,,,,,,,,,,,,,,,,17.9260008,17.9260008,Energía
1.0,b,iii,SANTANDER,1B2biii3 - Procesamiento,,0.0175703036,0.0555221593,,,,,,,,,,,,,,,,,0.0175703036,1.554620461,,,,,,,,,,,,,,,,,1.572190765,1.572190765,Energía
1.0,b,iii,SANTANDER,1B2biii4 - Transmisión y almacenamiento,,0.0006358721,0.2639358206,,,,,,,,,,,,,,,,,0.0006358721,7.390202978,,,,,,,,,,,,,,,,,7.39083885,7.39083885,Energía
1.0,b,iii,SANTANDER,1B2biii5 - Distribución,,0.0373697122,0.7043505962,,,,,,,,,,,,,,,,,0.0373697122,19.72181669,,,,,,,,,,,,,,,,,19.75918641,19.75918641,Energía
1.0,b,iii,SANTANDER,1B2biii6 - Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,,,SANTANDER,1B3 - Otras emisiones provenientes de la producción de energía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,,,SANTANDER,1C - Transporte y almacenamiento de dióxido de carbono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,,,SANTANDER,1C1 - Transporte de CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,,SANTANDER,1C1a - Gasoductos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,b,,SANTANDER,1C1b - Embarcaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,c,,SANTANDER,1C1c - Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,,,SANTANDER,1C2 - Inyección y almacenamiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,,SANTANDER,1C2a - Inyección,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,b,,SANTANDER,1C2b - Almacenamiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,,,SANTANDER,1C3 - Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
2.0,,,SANTANDER,2 - Procesos Industriales y Uso de Productos,,65.92750883,0.3724748707,0.0,1.7433e-06,0.0042988006,0.0160061075,0.0703581895,0.0115958307,0.0,0.0001399954,1.2518e-06,2.4108e-06,0.001181806,,1.0111e-06,9.726e-07,0.0005065943,,65.92750883,10.42929638,0,0.0216165404,2.910287982,50.73936072,91.46564631,55.6599873,0.0,0.4689845507,0.0100897584,0.0020684841,0.9501720402,,0.0067035554,0.0107953212,11.90496665,,290.5074844,290.5074844,Procesos Industriales
2.0,,,SANTANDER,2A - Industria de los minerales,,0.114135075,,,,,,,,,,,,,,,,,,0.114135075,,,,,,,,,,,,,,,,,,0.114135075,0.114135075,Procesos Industriales
2.0,,,SANTANDER,2A1 - Producción de cemento,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,SANTANDER,2A2 - Producción de cal,,0.114135075,,,,,,,,,,,,,,,,,,0.114135075,,,,,,,,,,,,,,,,,,0.114135075,0.114135075,Procesos Industriales
2.0,,,SANTANDER,2A3 - Producción de vidrio,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,SANTANDER,2A4 - Otros usos de carbonatos en los procesos,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,a,,SANTANDER,2A4a - Cerámicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,b,,SANTANDER,2A4b - Otros usos de la ceniza de sosa,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,c,,SANTANDER,2A4c - Producción de magnesia no metalúrgica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,d,,SANTANDER,2A4d - Otros (especificar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,SANTANDER,2A5 - Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,SANTANDER,2B - Industria Química,,64.87270664,0.3724748707,0.0,,,,,,,,,,,,,,,,64.87270664,10.42929638,0,,,,,,,,,,,,,,,,75.30200302,75.30200302,Procesos Industriales
2.0,,,SANTANDER,2B1 - Producción de amoníaco,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,SANTANDER,2B2 - Producción de ácido nítrico,,,,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,SANTANDER,2B3 - Producción de ácido adípico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,SANTANDER,2B4 - Producción de caprolactama glioxil y ácido glioxílico,,,,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,SANTANDER,2B5 - Producción de carburo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,SANTANDER,2B6 - Producción de dióxido de titanio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,SANTANDER,2B7 - Producción de ceniza de sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,SANTANDER,2B8 - Producción petroquímica y de negro de humo,,64.87270664,0.3724748707,,,,,,,,,,,,,,,,,64.87270664,10.42929638,,,,,,,,,,,,,,,,,75.30200302,75.30200302,Procesos Industriales
2.0,a,,SANTANDER,2B8a - Metanol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,b,,SANTANDER,2B8b - Etileno,,64.87270664,0.3724748707,,,,,,,,,,,,,,,,,64.87270664,10.42929638,,,,,,,,,,,,,,,,,75.30200302,75.30200302,Procesos Industriales
2.0,c,,SANTANDER,2B8c - Dicloruro de etileno y monómero cloruro de vinilo,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,d,,SANTANDER,2B8d - Óxido de etileno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,e,,SANTANDER,2B8e - Acrilonitrilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,f,,SANTANDER,2B8f - Negro de humo,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,g,,SANTANDER,2B8g - Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,SANTANDER,2B9 - Producción fluoroquímica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,a,,SANTANDER,2B9a - Emisiones de productos derivados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,b,,SANTANDER,2B9b - Emisiones fugitivas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,SANTANDER,2B10 - Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,SANTANDER,2C - Industria de los metales,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,SANTANDER,2C1 - Producción de hierro y acero,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,SANTANDER,2C2 - Producción de ferroaleaciones,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,SANTANDER,2C3 - Producción de aluminio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,SANTANDER,2C4 - Producción de magnesio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,SANTANDER,2C5 - Producción de plomo,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,SANTANDER,2C6 - Producción de zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,SANTANDER,2C7 - Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,SANTANDER,2D - Uso  de productos no energéticos de combustibles y de solvente,,0.9406671115,,,,,,,,,,,,,,,,,,0.9406671115,,,,,,,,,,,,,,,,,,0.9406671115,0.9406671115,Procesos Industriales
2.0,,,SANTANDER,2D1 - Uso de lubricantes,,0.0079894895,,,,,,,,,,,,,,,,,,0.0079894895,,,,,,,,,,,,,,,,,,0.0079894895,0.0079894895,Procesos Industriales
2.0,,,SANTANDER,2D2 - Uso de cera de parafina,,0.932677622,,,,,,,,,,,,,,,,,,0.932677622,,,,,,,,,,,,,,,,,,0.932677622,0.932677622,Procesos Industriales
2.0,,,SANTANDER,2D3 - Uso de solventes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,SANTANDER,2D4 - Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,SANTANDER,2E - Industria electrónica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,SANTANDER,2E1 - Circuitos integrados o semiconductores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,SANTANDER,2E2 - Pantalla plana tipo TFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,SANTANDER,2E3 - Celdas fotovoltaicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,SANTANDER,2E4 - Fluidos de transferencia térmica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,SANTANDER,2E5 - Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,,,SANTANDER,2F - Uso de productos sustitutos de las sustancias que agotan la capa de ozono,,,,,1.7433e-06,0.0042988006,0.0160061075,0.0703581895,0.0115958307,0.0,0.0001399954,1.2518e-06,2.4108e-06,0.001181806,,1.0111e-06,9.726e-07,,,,,,0.0216165404,2.910287982,50.73936072,91.46564631,55.6599873,0.0,0.4689845507,0.0100897584,0.0020684841,0.9501720402,,0.0067035554,0.0107953212,,,202.2457126,202.2457126,Procesos Industriales
2.0,,,SANTANDER,2F1 - Refrigeración y aire acondicionado,,,,,1.7433e-06,0.0042988006,0.0159226049,0.0669196896,0.0115958307,,,1.2518e-06,,,,1.0111e-06,9.726e-07,,,,,,0.0216165404,2.910287982,50.47465764,86.99559643,55.6599873,,,0.0100897584,,,,0.0067035554,0.0107953212,,,196.0897345,196.0897345,Procesos Industriales
2.0,a,,SANTANDER,2F1a - Refrigeración y  aire acondicionado estacionario,,,,,1.7433e-06,0.0042988006,0.0155519335,0.0444733437,0.0111413897,,,1.2518e-06,,,,1.0111e-06,9.726e-07,,,,,,0.0216165404,2.910287982,49.29962926,57.81534676,53.4786707,,,0.0100897584,,,,0.0067035554,0.0107953212,,,163.5531399,163.5531399,Procesos Industriales
2.0,a,i,SANTANDER,2F1ai - Refrigeración - industria manufacturera,,,,,1.7433e-06,7.89749e-05,0.0069598526,0.0158088889,0.0076526415,,,1.2518e-06,,,,1.0111e-06,9.726e-07,,,,,,0.0216165404,0.0534659823,22.06273279,20.55155557,36.73267923,,,0.0100897584,,,,0.0067035554,0.0107953212,,,79.44963875,79.44963875,Procesos Industriales
2.0,a,ii,SANTANDER,2F1aii - Refrigeración - residencial,,,,,,,0.0002194255,0.0147097265,,,,,,,,,,,,,,,,,0.695578849,19.12264448,,,,,,,,,,,,19.81822333,19.81822333,Procesos Industriales
2.0,a,iii,SANTANDER,2F1aiii - Refrigeración - comercial,,,,,,1.9145e-06,0.0037307758,0.0100831432,0.0034887482,,,,,,,,,,,,,,,0.0012960957,11.82655933,13.10808622,16.74599146,,,,,,,,,,,41.68193311,41.68193311,Procesos Industriales
2.0,a,iv,SANTANDER,2F1aiv - Aire acondicionado estacionario,,,,,,0.0042179112,0.0046418796,0.003871585,,,,,,,,,,,,,,,,2.855525904,14.71475829,5.033060492,,,,,,,,,,,,22.60334468,22.60334468,Procesos Industriales
2.0,b,,SANTANDER,2F1b - Refrigeración y aire acondicionado móvil,,,,,,,0.0003706714,0.0224463459,0.000454441,,,,,,,,,,,,,,,,1.175028381,29.18024967,2.181316602,,,,,,,,,,,32.53659466,32.53659466,Procesos Industriales
2.0,b,i,SANTANDER,2F1bi - Refrigeración móvil (transporte refrigerado) - industria manufacturera,,,,,,,0.0003706714,0.0033381128,0.000454441,,,,,,,,,,,,,,,,1.175028381,4.339546631,2.181316602,,,,,,,,,,,7.695891613,7.695891613,Procesos Industriales
2.0,b,ii,SANTANDER,2F1bii - Aire acondicionado móvil,,,,,,,,0.0191082331,,,,,,,,,,,,,,,,,,24.84070304,,,,,,,,,,,,24.84070304,24.84070304,Procesos Industriales
2.0,,,SANTANDER,2F2 - Agentes espumantes,,,,,,,,,,,8.87717e-05,,,0.0011793952,,,,,,,,,,,,,,,0.2973851337,,,0.9482337405,,,,,,1.245618874,1.245618874,Procesos Industriales
2.0,,,SANTANDER,2F3 - Protección contra incendios,,,,,,,8.35025e-05,,,,5.12237e-05,,,,,,,,,,,,,,0.2647030792,,,,0.1715994171,,,,,,,,,0.4363024963,0.4363024963,Procesos Industriales
2.0,,,SANTANDER,2F4 - Aerosoles,,,,,,,,0.0034034197,,,,,2.4108e-06,2.4108e-06,,,,,,,,,,,,4.424445673,,,,,0.0020684841,0.0019382997,,,,,,4.428452456,4.428452456,Procesos Industriales
2.0,,,SANTANDER,2F5 - Solventes,,,,,,,,3.50802e-05,,,,,,,,,,,,,,,,,,0.0456042051,,,,,,,,,,,,0.0456042051,0.0456042051,Procesos Industriales
2.0,,,SANTANDER,2F6 - Otras aplicaciones,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0,0,Procesos Industriales
2.0,,,SANTANDER,2G - Manufactura y utilización de otros productos,,,,,,,,,,,,,,,,,,0.0005065943,,,,,,,,,,,,,,,,,,11.90496665,,11.90496665,11.90496665,Procesos Industriales
2.0,,,SANTANDER,2G1 - Equipos eléctricos,,,,,,,,,,,,,,,,,,0.0005065943,,,,,,,,,,,,,,,,,,11.90496665,,11.90496665,11.90496665,Procesos Industriales
2.0,a,,SANTANDER,2G1a - Manufactura de equipos eléctricos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Procesos Industriales
2.0,b,,SANTANDER,2G1b - Uso de equipos eléctricos,,,,,,,,,,,,,,,,,,0.0005065943,,,,,,,,,,,,,,,,,,11.90496665,,11.90496665,11.90496665,Procesos Industriales
