mod,sub,nrom,departamento,categorias,co2abs,co2,ch4,n2o,hfc-23,hfc-32,hfc-125,hfc-134a,hfc-143a,hfc-152a,hfc-227ea,hfc-236fa,hfc-245fa,hfc-365mfc,hfc-43-10mee,pfc-14,pfc-116,sf6,co2abseq,co2eq,ch4eq,n2oeq,hfc-23eq,hfc-32eq,hfc-125eq,hfc-134aeq,hfc-143aeq,hfc-152aeq,hfc-227eaeq,hfc-236faeq,hfc-245faeq,hfc-365mfceq,hfc-43-10meeeq,pfc-14eq,pfc-116eq,sf6eq,abosorciones_totales,emisiones_totales,emisiones_netas,sector_principal
3.0,d,,CALDAS,3C5d - Lixiviación/escurrimiento Fertilizante sintético (FSN),,,,0.0707457605,,,,,,,,,,,,,,,,,,18.74762654,,,,,,,,,,,,,,,,18.74762654,18.74762654,Agricultura
3.0,e,,CALDAS,3C5e - Lixiviación/escurrimiento Fertilizante orgánico (FON),,,,0.0017564851,,,,,,,,,,,,,,,,,,0.4654685476,,,,,,,,,,,,,,,,0.4654685476,0.4654685476,Agricultura
3.0,f,,CALDAS,3C5f - Lixiviación/escurrimiento Residuos de cultivo incluidos los fijadores de nitrógeno y de forraje en la renovación de pasturas (FCR),,,,0.0001315715,,,,,,,,,,,,,,,,,,0.0348664393,,,,,,,,,,,,,,,,0.0348664393,0.0348664393,Agricultura
3.0,g,,CALDAS,3C5g - Lixiviación/escurrimiento Mineralización por cambio en el uso o manejo (FSOM),,,,0.0026698566,,,,,,,,,,,,,,,,,,0.7075120059,,,,,,,,,,,,,,,,0.7075120059,0.7075120059,Agricultura
3.0,h,,CALDAS,3C5h - Lixiviación/escurrimiento - Orina y estiércol de animales en pastoreo (FPRP),,,,0.0663955971,,,,,,,,,,,,,,,,,,17.59483323,,,,,,,,,,,,,,,,17.59483323,17.59483323,Agricultura
3.0,,,CALDAS,3C6 - Emisiones indirectas de N2O de gestión de estiércol,,,,0.0170608054,,,,,,,,,,,,,,,,,,4.521113434,,,,,,,,,,,,,,,,4.521113434,4.521113434,Agricultura
3.0,a,,CALDAS,3C6a - Total Ganado Bovino,,,,0.0006469655,,,,,,,,,,,,,,,,,,0.1714458545,,,,,,,,,,,,,,,,0.1714458545,0.1714458545,Agricultura
3.0,a,i,CALDAS,3C6ai - Ganado Bovino Vacas de Alta Producción,,,,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,Agricultura
3.0,a,ii,CALDAS,3C6aii - Ganado Bovino Vacas de Baja Producción,,,,0.0006469655,,,,,,,,,,,,,,,,,,0.1714458545,,,,,,,,,,,,,,,,0.1714458545,0.1714458545,Agricultura
3.0,a,iii,CALDAS,3C6aiii - Ganado Bovino Vacas para producción de carne,,,,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,Agricultura
3.0,a,iv,CALDAS,3C6aiv - Ganado Bovino Toros utilizados con fines reproductivos,,,,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,Agricultura
3.0,a,v,CALDAS,3C6av - Ganado Bovino Terneros pre-destetos,,,,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,Agricultura
3.0,a,vi,CALDAS,3C6avi - Ganado Bovino Terneras de remplazo,,,,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,Agricultura
3.0,a,vii,CALDAS,3C6avii - Ganado Bovino Ganado de engorde,,,,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,Agricultura
3.0,b,,CALDAS,3C6b - Búfalos,,,,5.11485e-05,,,,,,,,,,,,,,,,,,0.0135543563,,,,,,,,,,,,,,,,0.0135543563,0.0135543563,Agricultura
3.0,c,,CALDAS,3C6c - Ovinos,,,,3.99236e-05,,,,,,,,,,,,,,,,,,0.0105797452,,,,,,,,,,,,,,,,0.0105797452,0.0105797452,Agricultura
3.0,d,,CALDAS,3C6d - Caprinos,,,,2.5327e-06,,,,,,,,,,,,,,,,,,0.0006711691,,,,,,,,,,,,,,,,0.0006711691,0.0006711691,Agricultura
3.0,e,,CALDAS,3C6e - Camellos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Agricultura
3.0,f,,CALDAS,3C6f - Caballos,,,,0.0009607946,,,,,,,,,,,,,,,,,,0.2546105778,,,,,,,,,,,,,,,,0.2546105778,0.2546105778,Agricultura
3.0,g,,CALDAS,3C6g - Mulas y asnos,,,,5.04343e-05,,,,,,,,,,,,,,,,,,0.0133650869,,,,,,,,,,,,,,,,0.0133650869,0.0133650869,Agricultura
3.0,h,,CALDAS,3C6h - Porcinos,,,,0.0097367285,,,,,,,,,,,,,,,,,,2.580233042,,,,,,,,,,,,,,,,2.580233042,2.580233042,Agricultura
3.0,h,i,CALDAS,3C6hi - Porcinos < 6 meses,,,,0.0045075009,,,,,,,,,,,,,,,,,,1.194487737,,,,,,,,,,,,,,,,1.194487737,1.194487737,Agricultura
3.0,h,ii,CALDAS,3C6hii - Porcinos > 6 meses,,,,0.0014887051,,,,,,,,,,,,,,,,,,0.3945068452,,,,,,,,,,,,,,,,0.3945068452,0.3945068452,Agricultura
3.0,h,iii,CALDAS,3C6hiii - Porcinos baja productividad,,,,0.0037405225,,,,,,,,,,,,,,,,,,0.9912384592,,,,,,,,,,,,,,,,0.9912384592,0.9912384592,Agricultura
3.0,j,,CALDAS,3C6j - Aves,,,,0.0055722777,,,,,,,,,,,,,,,,,,1.476653603,,,,,,,,,,,,,,,,1.476653603,1.476653603,Agricultura
3.0,j,i,CALDAS,3C6ji - Ponedoras,,,,0.0046485462,,,,,,,,,,,,,,,,,,1.231864743,,,,,,,,,,,,,,,,1.231864743,1.231864743,Agricultura
3.0,j,ii,CALDAS,3C6jii - Pollo de engorde,,,,0.0009237315,,,,,,,,,,,,,,,,,,0.2447888602,,,,,,,,,,,,,,,,0.2447888602,0.2447888602,Agricultura
3.0,,,CALDAS,3C7 - Cultivo de arroz,,,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,Agricultura
3.0,a,,CALDAS,3C7a - Cultivo arroz riego,,,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,Agricultura
3.0,b,,CALDAS,3C7b - Cultivo de arroz secano,,,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,Agricultura
3.0,,,CALDAS,3D1 - Productos de la madera recolectada,-9.939404651,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.939404651,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.939404651,0,-9.939404651,Agricultura
4.0,,,CALDAS,4 - Residuos,,6.269016472,48.74979106,0.0914860549,,,,,,,,,,,,,,,,6.269016472,"1,364.99415",24.24380454,,,,,,,,,,,,,,,,"1,395.506971","1,395.506971",Silvicultura y Otros Usos del Suelo
4.0,,,CALDAS,4A - Eliminación de desechos sólidos,,,11.30421879,,,,,,,,,,,,,,,,,,316.5181262,,,,,,,,,,,,,,,,,316.5181262,316.5181262,Silvicultura y Otros Usos del Suelo
4.0,,,CALDAS,4A1 - Sitios gestionados de eliminación de desechos,,,11.28402822,,,,,,,,,,,,,,,,,,315.9527902,,,,,,,,,,,,,,,,,315.9527902,315.9527902,Silvicultura y Otros Usos del Suelo
4.0,a,,CALDAS,4A1a - Rellenos regionales,,,10.78130132,,,,,,,,,,,,,,,,,,301.8764371,,,,,,,,,,,,,,,,,301.8764371,301.8764371,Silvicultura y Otros Usos del Suelo
4.0,b,,CALDAS,4A1b - Rellenos locales plantas integrales y celdas de contingencia,,,0.5027268974,,,,,,,,,,,,,,,,,,14.07635313,,,,,,,,,,,,,,,,,14.07635313,14.07635313,Silvicultura y Otros Usos del Suelo
4.0,,,CALDAS,4A2 - Sitios no gestionados de eliminación de desechos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Silvicultura y Otros Usos del Suelo
4.0,,,CALDAS,4A3 - Sitios no categorizados de eliminación de desechos,,,0.0201905717,,,,,,,,,,,,,,,,,,0.565336008,,,,,,,,,,,,,,,,,0.565336008,0.565336008,Silvicultura y Otros Usos del Suelo
4.0,,,CALDAS,4B - Tratamiento biológico de los desechos sólidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Silvicultura y Otros Usos del Suelo
4.0,,,CALDAS,4C - Incineración e incineración abierta de desechos,,6.269016472,0.0877588456,0.0020252041,,,,,,,,,,,,,,,,6.269016472,2.457247677,0.5366790943,,,,,,,,,,,,,,,,9.262943243,9.262943243,Silvicultura y Otros Usos del Suelo
4.0,,,CALDAS,4C1 - Incineración de desechos,,1.380359123,,,,,,,,,,,,,,,,,,1.380359123,,,,,,,,,,,,,,,,,,1.380359123,1.380359123,Silvicultura y Otros Usos del Suelo
4.0,,,CALDAS,4C2 - Incineración abierta de desechos,,4.888657349,0.0877588456,0.0020252041,,,,,,,,,,,,,,,,4.888657349,2.457247677,0.5366790943,,,,,,,,,,,,,,,,7.88258412,7.88258412,Silvicultura y Otros Usos del Suelo
4.0,,,CALDAS,4D - Tratamiento y eliminación de aguas residuales,,,37.35781342,0.0894608507,,,,,,,,,,,,,,,,,"1,046.018776",23.70712544,,,,,,,,,,,,,,,,"1,069.725901","1,069.725901",Silvicultura y Otros Usos del Suelo
4.0,,,CALDAS,4D1 - Tratamiento y eliminación de aguas residuales domésticas,,,1.476855316,0.0429304969,,,,,,,,,,,,,,,,,41.35194885,11.37658168,,,,,,,,,,,,,,,,52.72853053,52.72853053,Silvicultura y Otros Usos del Suelo
4.0,a,,CALDAS,4D1a - Población cabecera municipal,,,0.7839287123,0.0310919229,,,,,,,,,,,,,,,,,21.95000394,8.239359572,,,,,,,,,,,,,,,,30.18936352,30.18936352,Silvicultura y Otros Usos del Suelo
4.0,a,i,CALDAS,4D1ai - Alcantarillado y PTAR,,,0.0311619341,0.0001636168,,,,,,,,,,,,,,,,,0.8725341539,0.0433584646,,,,,,,,,,,,,,,,0.9158926186,0.9158926186,Silvicultura y Otros Usos del Suelo
4.0,a,ii,CALDAS,4D1aii - Alcantarillado sin PTAR,,,0.7252900622,0.030465291,,,,,,,,,,,,,,,,,20.30812174,8.073302115,,,,,,,,,,,,,,,,28.38142386,28.38142386,Silvicultura y Otros Usos del Suelo
4.0,a,iii,CALDAS,4D1aiii - Sin alcantarillado,,,0.027476716,0.0004630151,,,,,,,,,,,,,,,,,0.7693480484,0.1226989931,,,,,,,,,,,,,,,,0.8920470415,0.8920470415,Silvicultura y Otros Usos del Suelo
4.0,b,,CALDAS,4D1b - Población rural (sin alcantarillado),,,0.6929266039,0.011838574,,,,,,,,,,,,,,,,,19.40194491,3.137222109,,,,,,,,,,,,,,,,22.53916702,22.53916702,Silvicultura y Otros Usos del Suelo
4.0,,,CALDAS,4D2 - Tratamiento y eliminación  de aguas residuales industriales,,,35.8809581,0.0465303538,,,,,,,,,,,,,,,,,"1,004.666827",12.33054376,,,,,,,,,,,,,,,,"1,016.997371","1,016.997371",Silvicultura y Otros Usos del Suelo
4.0,,,CALDAS,4E - Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Silvicultura y Otros Usos del Suelo
1.0,,,CAQUETA,1 - Energía,,231.0507075,0.6744035648,0.025056402,,,,,,,,,,,,,,,,231.0507075,18.88329981,6.63994652,,,,,,,,,,,,,,,,256.5739538,256.5739538,Energía
1.0,,,CAQUETA,1A - Actividades de quema de combustible,,231.0505734,0.6744009597,0.0250564,,,,,,,,,,,,,,,,231.0505734,18.88322687,6.639945988,,,,,,,,,,,,,,,,256.5737463,256.5737463,Energía
1.0,,,CAQUETA,1A1 - Industrias de la energía,,1.515649152,6.1249e-05,1.22496e-05,,,,,,,,,,,,,,,,1.515649152,0.0017149728,0.0032461407,,,,,,,,,,,,,,,,1.520610266,1.520610266,Energía
1.0,a,,CAQUETA,1A1a - Producción de electricidad y calor como actividad principal,,1.515435712,6.12434e-05,1.22487e-05,,,,,,,,,,,,,,,,1.515435712,0.0017148157,0.0032459011,,,,,,,,,,,,,,,,1.520396429,1.520396429,Energía
1.0,a,i,CAQUETA,1A1ai - Generación de electricidad,,1.515435712,6.12434e-05,1.22487e-05,,,,,,,,,,,,,,,,1.515435712,0.0017148157,0.0032459011,,,,,,,,,,,,,,,,1.520396429,1.520396429,Energía
1.0,a,i,CAQUETA,Sistema interconectado nacional,,0,0.0,0.0,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,i,CAQUETA,Zona no interconectada,,1.515435712,6.12434e-05,1.22487e-05,,,,,,,,,,,,,,,,1.515435712,0.0017148157,0.0032459011,,,,,,,,,,,,,,,,1.520396429,1.520396429,Energía
1.0,a,ii,CAQUETA,1A1aii - Generación combinada de calor y energía (CHP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,iii,CAQUETA,1A1aiii - Plantas generadoras de energía (CHP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,b,,CAQUETA,1A1b - Refinación de petróleo,,0,0.0,0.0,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0,0,Energía
1.0,c,,CAQUETA,1A1c - Fabricación de combustibles sólidos y otras industrias energéticas,,0.0002134404,5.6e-09,9e-10,,,,,,,,,,,,,,,,0.0002134404,0.0000001571,0.0000002396,,,,,,,,,,,,,,,,0.0002138371,0.0002138371,Energía
1.0,c,i,CAQUETA,1A1ci - Manufactura de combustibles sólidos,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Energía
1.0,c,ii,CAQUETA,1A1cii - Otras industrias de la energía,,0.0002134404,5.6e-09,9e-10,,,,,,,,,,,,,,,,0.0002134404,0.0000001571,0.0000002396,,,,,,,,,,,,,,,,0.0002138371,0.0002138371,Energía
1.0,c,ii,CAQUETA,Extracción y procesamiento de petróleo y gas natural,,0.0002134404,5.6e-09,9e-10,,,,,,,,,,,,,,,,0.0002134404,0.0000001571,0.0000002396,,,,,,,,,,,,,,,,0.0002138371,0.0002138371,Energía
1.0,c,ii,CAQUETA,Producción de carbón,,0,0.0,0.0,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0,0,Energía
1.0,,,CAQUETA,1A2 - Industrias manufactureras y de la construcción,,1.705082491,6.83558e-05,1.36264e-05,,,,,,,,,,,,,,,,1.705082491,0.0019139614,0.0036109917,,,,,,,,,,,,,,,,1.710607445,1.710607445,Energía
1.0,a,,CAQUETA,1A2a - Hierro y acero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,b,,CAQUETA,1A2b - Metales no ferrosos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,c,,CAQUETA,1A2c - Productos químicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,d,,CAQUETA,"1A2d - Pulpa, papel e imprenta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,e,,CAQUETA,"1A2e - Procesamiento de alimentos, bebidas y tabaco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,f,,CAQUETA,1A2f - Minerales no metálicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,g,,CAQUETA,1A2g - Equipo de transporte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,h,,CAQUETA,1A2h - Maquinaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,i,,CAQUETA,1A2i - Minería (con excepción de combustibles) y cantería,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,j,,CAQUETA,1A2j - Madera y productos de la madera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,k,,CAQUETA,1A2k - Construcción,,1.705082491,6.83558e-05,1.36264e-05,,,,,,,,,,,,,,,,1.705082491,0.0019139614,0.0036109917,,,,,,,,,,,,,,,,1.710607445,1.710607445,Energía
1.0,l,,CAQUETA,1A2l - Textiles y cueros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,m,,CAQUETA,1A2m - Industria no especificada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,,,CAQUETA,1A3 - Transporte,,183.4104876,0.0347342281,0.0146564311,,,,,,,,,,,,,,,,183.4104876,0.9725583862,3.883954242,,,,,,,,,,,,,,,,188.2670003,188.2670003,Energía
1.0,a,,CAQUETA,1A3a - Aviación civil,,19.09349054,0.0007011035,0.0001654184,,,,,,,,,,,,,,,,19.09349054,0.0196308972,0.0438358668,,,,,,,,,,,,,,,,19.1569573,19.1569573,Energía
1.0,a,ii,CAQUETA,1A3aii - Aviación de cabotaje,,19.09349054,0.0007011035,0.0001654184,,,,,,,,,,,,,,,,19.09349054,0.0196308972,0.0438358668,,,,,,,,,,,,,,,,19.1569573,19.1569573,Energía
1.0,a,ii,CAQUETA,1A3aii1 - Aviación de cabotaje Crucero,,17.83285054,0.0006017135,0.0001244584,,,,,,,,,,,,,,,,17.83285054,0.0168479772,0.0329814668,,,,,,,,,,,,,,,,17.88267998,17.88267998,Energía
1.0,a,ii,CAQUETA,1A3aii2 - Aviación de cabotaje LTO,,1.26064,9.939e-05,4.096e-05,,,,,,,,,,,,,,,,1.26064,0.00278292,0.0108544,,,,,,,,,,,,,,,,1.27427732,1.27427732,Energía
1.0,b,,CAQUETA,1A3b - Transporte terrestre,,145.1890725,0.0300534533,0.0081100992,,,,,,,,,,,,,,,,145.1890725,0.8414966933,2.149176283,,,,,,,,,,,,,,,,148.1797455,148.1797455,Energía
1.0,b,i,CAQUETA,1A3bi - Automóviles,,24.48277684,0.0119361192,0.0019701646,,,,,,,,,,,,,,,,24.48277684,0.3342113366,0.5220936163,,,,,,,,,,,,,,,,25.3390818,25.3390818,Energía
1.0,b,i,CAQUETA,"1A3bi3 - Automóviles particulares, diplomáticos y oficiales",,3.33688424,0.0016417072,0.000269557,,,,,,,,,,,,,,,,3.33688424,0.0459678029,0.0714325986,,,,,,,,,,,,,,,,3.454284642,3.454284642,Energía
1.0,b,i,CAQUETA,1A3bi4 - Automoviles servicio publico,,18.15860266,0.0089446804,0.0014655622,,,,,,,,,,,,,,,,18.15860266,0.2504510525,0.3883739905,,,,,,,,,,,,,,,,18.79742771,18.79742771,Energía
1.0,b,i,CAQUETA,1A3bi5 - Camperos,,2.987289941,0.0013497315,0.0002350454,,,,,,,,,,,,,,,,2.987289941,0.0377924813,0.0622870271,,,,,,,,,,,,,,,,3.08736945,3.08736945,Energía
1.0,b,ii,CAQUETA,1A3bii - Camiones para servicio ligero,,2.170677756,0.0008374945,0.0001631903,,,,,,,,,,,,,,,,2.170677756,0.0234498453,0.0432454184,,,,,,,,,,,,,,,,2.23737302,2.23737302,Energía
1.0,b,ii,CAQUETA,1A3bii3 - Camionetas,,2.170677756,0.0008374945,0.0001631903,,,,,,,,,,,,,,,,2.170677756,0.0234498453,0.0432454184,,,,,,,,,,,,,,,,2.23737302,2.23737302,Energía
1.0,b,iii,CAQUETA,1A3biii - Camiones para servicio pesado y autobuses,,19.53246026,0.0020529839,0.0011613038,,,,,,,,,,,,,,,,19.53246026,0.0574835486,0.3077454941,,,,,,,,,,,,,,,,19.8976893,19.8976893,Energía
1.0,b,iii,CAQUETA,1A3biii1 - Buses,,9.448218807,0.0008244571,0.0005544537,,,,,,,,,,,,,,,,9.448218807,0.0230847984,0.1469302341,,,,,,,,,,,,,,,,9.61823384,9.61823384,Energía
1.0,b,iii,CAQUETA,1A3biii2 - Camiones y volquetas,,6.760126708,0.0009792451,0.0004114248,,,,,,,,,,,,,,,,6.760126708,0.027418864,0.1090275603,,,,,,,,,,,,,,,,6.896573132,6.896573132,Energía
1.0,b,iii,CAQUETA,1A3biii3 - Tractocamiones,,3.324114744,0.0002492816,0.0001954253,,,,,,,,,,,,,,,,3.324114744,0.0069798862,0.0517876997,,,,,,,,,,,,,,,,3.38288233,3.38288233,Energía
1.0,b,iv,CAQUETA,1A3biv - Motocicletas,,99.00315769,0.0152268558,0.0048154406,,,,,,,,,,,,,,,,99.00315769,0.4263519628,1.276091754,,,,,,,,,,,,,,,,100.7056014,100.7056014,Energía
1.0,b,iv,CAQUETA,1A3biv1 - Motos,,98.96442626,0.0152210159,0.0048135456,,,,,,,,,,,,,,,,98.96442626,0.4261884438,1.275589594,,,,,,,,,,,,,,,,100.6662043,100.6662043,Energía
1.0,b,iv,CAQUETA,1A3biv2 - Otros,,0.0387314227,5.84e-06,1.8949e-06,,,,,,,,,,,,,,,,0.0387314227,0.000163519,0.0005021608,,,,,,,,,,,,,,,,0.0393971025,0.0393971025,Energía
1.0,b,v,CAQUETA,1A3bv - Emisiones por evaporación procedentes de vehículos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,b,vi,CAQUETA,1A3bvi - Catalizadores basados en urea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,c,,CAQUETA,1A3c - Ferrocarriles,,0,0.0,0.0,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0,0,Energía
1.0,d,,CAQUETA,1A3d - Navegación marítima y fluvial,,1.116995267,0.0001158193,3.30912e-05,,,,,,,,,,,,,,,,1.116995267,0.0032429397,0.0087691736,,,,,,,,,,,,,,,,1.129007381,1.129007381,Energía
1.0,d,ii,CAQUETA,1A3dii - Navegación marítima y fluvial nacional,,1.116995267,0.0001158193,3.30912e-05,,,,,,,,,,,,,,,,1.116995267,0.0032429397,0.0087691736,,,,,,,,,,,,,,,,1.129007381,1.129007381,Energía
1.0,e,,CAQUETA,1A3e - Otro tipo de transporte,,18.01092928,0.003863852,0.0063478223,,,,,,,,,,,,,,,,18.01092928,0.1081878561,1.682172918,,,,,,,,,,,,,,,,19.80129006,19.80129006,Energía
1.0,e,i,CAQUETA,1A3ei - Transporte por gasoductos,,1.78494385,0.0029567423,9.64155e-05,,,,,,,,,,,,,,,,1.78494385,0.0827887836,0.0255501098,,,,,,,,,,,,,,,,1.893282744,1.893282744,Energía
1.0,e,ii,CAQUETA,1A3eii - Todo terreno,,16.22598543,0.0009071097,0.0062514068,,,,,,,,,,,,,,,,16.22598543,0.0253990725,1.656622809,,,,,,,,,,,,,,,,17.90800731,17.90800731,Energía
1.0,,,CAQUETA,1A4 - Otros sectores,,44.41935413,0.6395371268,0.0103740929,,,,,,,,,,,,,,,,44.41935413,17.90703955,2.749134614,,,,,,,,,,,,,,,,65.07552829,65.07552829,Energía
1.0,a,,CAQUETA,1A4a - Comercial / Institucional,,2.741210705,0.0002081764,4.1635e-06,,,,,,,,,,,,,,,,2.741210705,0.0058289401,0.0011033351,,,,,,,,,,,,,,,,1.974367954,2.748142981,Energía
1.0,b,,CAQUETA,1A4b - Residencial,,34.03935579,0.4795573605,0.0063488484,,,,,,,,,,,,,,,,34.03935579,13.42760609,1.682444835,,,,,,,,,,,,,,,,49.92318174,49.14940672,Energía
1.0,c,,CAQUETA,1A4c - Agricultura / Silvicultura / Pesca / Piscifactorías  - Estacionaria,,7.638787635,0.1597715899,0.0040210809,,,,,,,,,,,,,,,,7.638787635,4.473604516,1.065586444,,,,,,,,,,,,,,,,13.1779786,13.1779786,Energía
1.0,c,i,CAQUETA,1A4ci - Estacionaria,,2.765149496,0.1594991303,0.0021434079,,,,,,,,,,,,,,,,2.765149496,4.465975649,0.5680030995,,,,,,,,,,,,,,,,7.799128244,7.799128244,Energía
1.0,c,ii,CAQUETA,1A4cii - Vehículos todo terreno y maquinaria,,4.87363814,0.0002724595,0.001877673,,,,,,,,,,,,,,,,4.87363814,0.0076288672,0.4975833447,,,,,,,,,,,,,,,,5.378850352,5.378850352,Energía
1.0,c,ii,CAQUETA,1A4cii - Vehículos todo terreno y maquinaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,c,iii,CAQUETA,1A4ciii - Pesca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Energía
1.0,,,CAQUETA,1A5 - No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,,CAQUETA,1A5a - Estacionario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,b,,CAQUETA,1A5b - Móvil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,b,i,CAQUETA,1A5bi - Móvil (componente aviación),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,b,ii,CAQUETA,1A5bii - Móvil (componente del sector marítimo y fluvial),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,b,iii,CAQUETA,1A5biii - Móvil (otros),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,,,CAQUETA,1B - Emisiones fugitivas provenientes de la fabricación de combustible,,0.0001340527,2.6051e-06,2e-09,,,,,,,,,,,,,,,,0.0001340527,0.0000729434,0.0000005319,,,,,,,,,,,,,,,,0.0002075279,0.0002075279,Energía
1.0,,,CAQUETA,1B1 - Combustibles sólidos,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,,CAQUETA,1B1a - Minería carbonífera y manejo del carbón,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,i,CAQUETA,1B1ai - Minas subterráneas,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,i,CAQUETA,1B1ai1 - Minería,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,i,CAQUETA,1B1ai2 - Emisiones posteriores a la minería,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,i,CAQUETA,1B1ai3 - Minas subterráneas abandonadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,i,CAQUETA,1B1ai4 - Quema en antorcha de metano drenado o conversión de metano en CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,ii,CAQUETA,1B1aii - Minas de superficie,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,ii,CAQUETA,1B1aii1 - Minería,,0,0.0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,Energía
1.0,a,ii,CAQUETA,1B1aii2 - Emisiones posteriores a la minería,,,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,Energía
1.0,b,,CAQUETA,1B1b - Combustión espontánea y vertederos para quema de carbón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Energía
