"MOD","CAP","CAT","SUB","NROM","NUM","Departamento","Reportar","Nivel","Categorias","Rubro","Sector (Gráfica sectorial)","Sector (Colores histograma)","CO2abs","CO2","CH4","N2O","HFC-23","HFC-32","HFC-125","HFC-134a","HFC-143a","HFC-152a","HFC-227ea","HFC-236fa","HFC-245fa","HFC-365mfc","HFC-43-10mee","PFC-14","PFC-116","SF6","CO2abseq","CO2eq","CH4eq","N2Oeq","HFC-23eq","HFC-32eq","HFC-125eq","HFC-134aeq","HFC-143aeq","HFC-152aeq","HFC-227eaeq","HFC-236faeq","HFC-245faeq","HFC-365mfceq","HFC-43-10meeeq","PFC-14eq","PFC-116eq","SF6eq","Abosorciones_totales","Emisiones_Totales","Emisiones_Netas"
"1","A","2","g","null",,"AMAZONAS","SI","1A2gSI","1A2g - Equipo de transporte","Quema de combustibles en las industrias manufactureras","Industria","Industria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","A","2","h","null",,"AMAZONAS","SI","1A2hSI","1A2h - Maquinaria","Quema de combustibles en las industrias manufactureras","Industria","Industria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","A","2","i","null",,"AMAZONAS","SI","1A2iSI","1A2i - Minería (con excepción de combustibles) y cantería","Quema de combustibles en el sector de minería","Minas y Energía","Minas y Energía",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","A","2","j","null",,"AMAZONAS","SI","1A2jSI","1A2j - Madera y productos de la madera","Quema de combustibles en las industrias manufactureras","Industria","Industria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","A","2","k","null",,"AMAZONAS","SI","1A2kSI","1A2k - Construcción","Quema de combustibles en construcción","Terciario y residencial","Terciario y residencial",,"0.1409197852","0.0000056494","0.0000011262",,,,,,,,,,,,,,,,"0.1409197852","0.000158183","0.0002984373",,,,,,,,,,,,,,,,"0.1413764055","0.1413764055"
"1","A","2","l","null",,"AMAZONAS","SI","1A2lSI","1A2l - Textiles y cueros","Quema de combustibles en las industrias manufactureras","Industria","Industria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","A","2","m","null",,"AMAZONAS","SI","1A2mSI","1A2m - Industria no especificada","Quema de combustibles en las industrias manufactureras","Industria","Industria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","A","3","null","null",,"AMAZONAS","SI","1A3SI","1A3 - Transporte","null","null","null",,"74.5364844","0.0045919156","0.0017621224",,,,,,,,,,,,,,,,"74.5364844","0.1285736364","0.4669624343",,,,,,,,,,,,,,,,"75.13202047","75.13202047"
"1","A","3","a","null",,"AMAZONAS","SI","1A3aSI","1A3a - Aviación civil","Quema de combustibles en aviación","Transporte","Transporte",,"59.93032842","0.002283601","0.0005503593",,,,,,,,,,,,,,,,"59.93032842","0.0639408294","0.1458452212",,,,,,,,,,,,,,,,"60.14011447","60.14011447"
"1","A","3","a","ii",,"AMAZONAS","SI","1A3aiiSI","1A3aii - Aviación de cabotaje","null","null","null",,"59.93032842","0.002283601","0.0005503593",,,,,,,,,,,,,,,,"59.93032842","0.0639408294","0.1458452212",,,,,,,,,,,,,,,,"60.14011447","60.14011447"
"1","A","3","a","ii","1","AMAZONAS","SI","1A3aii1SI","1A3aii1 - Aviación de cabotaje Crucero","null","null","null",,"55.37672842","0.001868421","0.0003865893",,,,,,,,,,,,,,,,"55.37672842","0.0523157894","0.1024461712",,,,,,,,,,,,,,,,"55.53149038","55.53149038"
"1","A","3","a","ii","2","AMAZONAS","SI","1A3aii2SI","1A3aii2 - Aviación de cabotaje LTO","null","null","null",,"4.5536","0.00041518","0.00016377",,,,,,,,,,,,,,,,"4.5536","0.01162504","0.04339905",,,,,,,,,,,,,,,,"4.60862409","4.60862409"
"1","A","3","b","null",,"AMAZONAS","SI","1A3bSI","1A3b - Transporte terrestre","Quema de combustibles en transporte terrestre","Transporte","Transporte",,"12.79563938","0.0021882617","0.0006544194",,,,,,,,,,,,,,,,"12.79563938","0.0612713274","0.173421152",,,,,,,,,,,,,,,,"13.03033186","13.03033186"
"1","A","3","b","i",,"AMAZONAS","SI","1A3biSI","1A3bi - Automóviles","null","null","null",,"0.6460442251","0.0003385653","0.0000514837",,,,,,,,,,,,,,,,"0.6460442251","0.0094798285","0.0136431679",,,,,,,,,,,,,,,,"0.6691672216","0.6691672216"
"1","A","3","b","i","3","AMAZONAS","SI","1A3bi3SI","1A3bi3 - Automóviles particulares, diplomáticos y oficiales","null","null","null",,"0.1359726846","0.0000660942","0.0000109693",,,,,,,,,,,,,,,,"0.1359726846","0.0018506364","0.0029068758",,,,,,,,,,,,,,,,"0.1407301968","0.1407301968"
"1","A","3","b","i","4","AMAZONAS","SI","1A3bi4SI","1A3bi4 - Automoviles servicio publico","null","null","null",,"0.4703018339","0.0002556594","0.0000375027",,,,,,,,,,,,,,,,"0.4703018339","0.0071584646","0.009938214",,,,,,,,,,,,,,,,"0.4873985125","0.4873985125"
"1","A","3","b","i","5","AMAZONAS","SI","1A3bi5SI","1A3bi5 - Camperos","null","null","null",,"0.0397697067","0.0000168117","0.0000030116",,,,,,,,,,,,,,,,"0.0397697067","0.0004707276","0.0007980781",,,,,,,,,,,,,,,,"0.0410385122","0.0410385122"
"1","A","3","b","ii",,"AMAZONAS","SI","1A3biiSI","1A3bii - Camiones para servicio ligero","null","null","null",,"0.1860331085","0.0000710097","0.0000138382",,,,,,,,,,,,,,,,"0.1860331085","0.0019882712","0.0036671298",,,,,,,,,,,,,,,,"0.1916885096","0.1916885096"
"1","A","3","b","ii","3","AMAZONAS","SI","1A3bii3SI","1A3bii3 - Camionetas","null","null","null",,"0.1860331085","0.0000710097","0.0000138382",,,,,,,,,,,,,,,,"0.1860331085","0.0019882712","0.0036671298",,,,,,,,,,,,,,,,"0.1916885096","0.1916885096"
"1","A","3","b","iii",,"AMAZONAS","SI","1A3biiiSI","1A3biii - Camiones para servicio pesado y autobuses","null","null","null",,"0.7277553292","0.0000507149","0.0000425793",,,,,,,,,,,,,,,,"0.7277553292","0.0014200178","0.0112835265",,,,,,,,,,,,,,,,"0.7404588735","0.7404588735"
"1","A","3","b","iii","1","AMAZONAS","SI","1A3biii1SI","1A3biii1 - Buses","null","null","null",,"0.4735028194","0.0000289177","0.0000274865",,,,,,,,,,,,,,,,"0.4735028194","0.000809696","0.0072839112",,,,,,,,,,,,,,,,"0.4815964266","0.4815964266"
"1","A","3","b","iii","2","AMAZONAS","SI","1A3biii2SI","1A3biii2 - Camiones y volquetas","null","null","null",,"0.2542525098","0.0000217972","0.0000150929",,,,,,,,,,,,,,,,"0.2542525098","0.0006103217","0.0039996153",,,,,,,,,,,,,,,,"0.2588624468","0.2588624468"
"1","A","3","b","iii","3","AMAZONAS","SI","1A3biii3SI","1A3biii3 - Tractocamiones","null","null","null",,"0","0","0",,,,,,,,,,,,,,,,"0","0","0",,,,,,,,,,,,,,,,"0","0"
"1","A","3","b","iv",,"AMAZONAS","SI","1A3bivSI","1A3biv - Motocicletas","null","null","null",,"11.23580672","0.0017279718","0.0005465182",,,,,,,,,,,,,,,,"11.23580672","0.0483832099","0.1448273278",,,,,,,,,,,,,,,,"11.42901726","11.42901726"
"1","A","3","b","iv","1","AMAZONAS","SI","1A3biv1SI","1A3biv1 - Motos","null","null","null",,"10.97678168","0.0016883155","0.0005339032",,,,,,,,,,,,,,,,"10.97678168","0.0472728329","0.1414843469",,,,,,,,,,,,,,,,"11.16553886","11.16553886"
"1","A","3","b","iv","2","AMAZONAS","SI","1A3biv2SI","1A3biv2 - Otros","null","null","null",,"0.2590250374","0.0000396563","0.000012615",,,,,,,,,,,,,,,,"0.2590250374","0.001110377","0.0033429809",,,,,,,,,,,,,,,,"0.2634783953","0.2634783953"
"1","A","3","b","v",,"AMAZONAS","SI","1A3bvSI","1A3bv - Emisiones por evaporación procedentes de vehículos","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","A","3","b","vi",,"AMAZONAS","SI","1A3bviSI","1A3bvi - Catalizadores basados en urea","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","A","3","c","null",,"AMAZONAS","SI","1A3cSI","1A3c - Ferrocarriles","Quema de combustibles en ferrocarriles","Transporte","Transporte",,"0","0","0",,,,,,,,,,,,,,,,"0","0","0",,,,,,,,,,,,,,,,"0","0"
"1","A","3","d","null",,"AMAZONAS","SI","1A3dSI","1A3d - Navegación marítima y fluvial","Quema de combustibles en transporte marítimo y fluvial","Transporte","Transporte",,"0.3942022458","0.0000408741","0.0000116783",,,,,,,,,,,,,,,,"0.3942022458","0.0011444758","0.0030947561",,,,,,,,,,,,,,,,"0.3984414777","0.3984414777"
"1","A","3","d","ii",,"AMAZONAS","SI","1A3diiSI","1A3dii - Navegación marítima y fluvial nacional","null","null","null",,"0.3942022458","0.0000408741","0.0000116783",,,,,,,,,,,,,,,,"0.3942022458","0.0011444758","0.0030947561",,,,,,,,,,,,,,,,"0.3984414777","0.3984414777"
"1","A","3","e","null",,"AMAZONAS","SI","1A3eSI","1A3e - Otro tipo de transporte","null","null","null",,"1.416314357","0.0000791787","0.0005456653",,,,,,,,,,,,,,,,"1.416314357","0.0022170038","0.144601305",,,,,,,,,,,,,,,,"1.563132666","1.563132666"
"1","A","3","e","i",,"AMAZONAS","SI","1A3eiSI","1A3ei - Transporte por gasoductos","Quema de combustibles en transporte por gasoductos","Minas y Energía","Minas y Energía",,"0","0","0",,,,,,,,,,,,,,,,"0","0","0",,,,,,,,,,,,,,,,"0","0"
"1","A","3","e","ii",,"AMAZONAS","SI","1A3eiiSI","1A3eii - Todo terreno","Quema de combustibles en maquinaria industrial","Industria","Industria",,"1.416314357","0.0000791787","0.0005456653",,,,,,,,,,,,,,,,"1.416314357","0.0022170038","0.144601305",,,,,,,,,,,,,,,,"1.563132666","1.563132666"
"1","A","4","null","null",,"AMAZONAS","SI","1A4SI","1A4 - Otros sectores","null","null","null",,"6.456784792","0.1793732284","0.0023971731",,,,,,,,,,,,,,,,"6.456784792","5.022450396","0.6352508669",,,,,,,,,,,,,,,,"12.11448606","12.11448606"
"1","A","4","a","null",,"AMAZONAS","SI","1A4aSI","1A4a - Comercial / Institucional","Quema de combustibles en sectores comercial, institucional y residencial 1","Vivienda y Saneamiento","Vivienda y Saneamiento",,"0.5564556781","0.0000414121","0.0000008282",,,,,,,,,,,,,,,,"0.5564556781","0.0011595395","0.0002194843",,,,,,,,,,,,,,,,"0.399843002","0.5578347019"
"1","A","4","b","null",,"AMAZONAS","SI","1A4bSI","1A4b - Residencial","Quema de combustibles en sectores comercial, institucional y residencial 2","Terciario y residencial","Terciario y residencial",,"4.997288171","0.1431682053","0.0017942868",,,,,,,,,,,,,,,,"4.997288171","4.00870975","0.4754859937",,,,,,,,,,,,,,,,"9.639475615","9.481483915"
"1","A","4","c","null",,"AMAZONAS","SI","1A4cSI","1A4c - Agricultura / Silvicultura / Pesca / Piscifactorías  - Estacionaria","Uso de combustibles para fuentes fijas y móviles en el sector agropecuario","Agropecuario","Agropecuario",,"0.9030409428","0.036163611","0.0006020581",,,,,,,,,,,,,,,,"0.9030409428","1.012581107","0.1595453889",,,,,,,,,,,,,,,,"2.075167438","2.075167438"
"1","A","4","c","i",,"AMAZONAS","SI","1A4ciSI","1A4ci - Estacionaria","null","null","null",,"0.6011235669","0.0361467323","0.000485738",,,,,,,,,,,,,,,,"0.6011235669","1.012108505","0.1287205608",,,,,,,,,,,,,,,,"1.741952633","1.741952633"
"1","A","4","c","ii",,"AMAZONAS","SI","1A4ciiSI","1A4cii - Vehículos todo terreno y maquinaria","null","null","null",,"0.3019173759","0.0000168786","0.0001163201",,,,,,,,,,,,,,,,"0.3019173759","0.0004726013","0.0308248281",,,,,,,,,,,,,,,,"0.3332148053","0.3332148053"
"1","A","4","c","ii",,"AMAZONAS","SI","1A4ciiSI","1A4cii - Vehículos todo terreno y maquinaria","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","A","4","c","iii",,"AMAZONAS","SI","1A4ciiiSI","1A4ciii - Pesca","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1","A","5","null","null",,"AMAZONAS","SI","1A5SI","1A5 - No especificado","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","A","5","a","null",,"AMAZONAS","SI","1A5aSI","1A5a - Estacionario","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","A","5","b","null",,"AMAZONAS","SI","1A5bSI","1A5b - Móvil","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","A","5","b","i",,"AMAZONAS","SI","1A5biSI","1A5bi - Móvil (componente aviación)","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","A","5","b","ii",,"AMAZONAS","SI","1A5biiSI","1A5bii - Móvil (componente del sector marítimo y fluvial)","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","A","5","b","iii",,"AMAZONAS","SI","1A5biiiSI","1A5biii - Móvil (otros)","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","B",,"null","null",,"AMAZONAS","SI","1BSI","1B - Emisiones fugitivas provenientes de la fabricación de combustible","null","null","null",,"0","0","0",,,,,,,,,,,,,,,,"0","0","0",,,,,,,,,,,,,,,,"0","0"
"1","B","1","null","null",,"AMAZONAS","SI","1B1SI","1B1 - Combustibles sólidos","null","null","null",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"1","B","1","a","null",,"AMAZONAS","SI","1B1aSI","1B1a - Minería carbonífera y manejo del carbón","null","null","null",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"1","B","1","a","i",,"AMAZONAS","SI","1B1aiSI","1B1ai - Minas subterráneas","Minería de carbón subterránea (emisiones fugitivas)","Minas y Energía","Minas y Energía",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"1","B","1","a","i","1","AMAZONAS","SI","1B1ai1SI","1B1ai1 - Minería","null","null","null",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"1","B","1","a","i","2","AMAZONAS","SI","1B1ai2SI","1B1ai2 - Emisiones posteriores a la minería","null","null","null",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"1","B","1","a","i","3","AMAZONAS","SI","1B1ai3SI","1B1ai3 - Minas subterráneas abandonadas","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","B","1","a","i","4","AMAZONAS","SI","1B1ai4SI","1B1ai4 - Quema en antorcha de metano drenado o conversión de metano en CO2","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","B","1","a","ii",,"AMAZONAS","SI","1B1aiiSI","1B1aii - Minas de superficie","Minería de carbón a cielo abierto (emisiones fugitivas)","Minas y Energía","Minas y Energía",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"1","B","1","a","ii","1","AMAZONAS","SI","1B1aii1SI","1B1aii1 - Minería","null","null","null",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"1","B","1","a","ii","2","AMAZONAS","SI","1B1aii2SI","1B1aii2 - Emisiones posteriores a la minería","null","null","null",,,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,"0","0"
"1","B","1","b","null",,"AMAZONAS","SI","1B1bSI","1B1b - Combustión espontánea y vertederos para quema de carbón","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","B","1","c","null",,"AMAZONAS","SI","1B1cSI","1B1c - Transformación de combustibles sólidos","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","B","2","null","null",,"AMAZONAS","SI","1B2SI","1B2 - Petróleo y gas natural","null","null","null",,"0","0","0",,,,,,,,,,,,,,,,"0","0","0",,,,,,,,,,,,,,,,"0","0"
"1","B","2","a","null",,"AMAZONAS","SI","1B2aSI","1B2a - Petróleo","Actividades de la cadena de petróleo (emisiones fugitivas)","Minas y Energía","Minas y Energía",,"0","0","0",,,,,,,,,,,,,,,,"0","0","0",,,,,,,,,,,,,,,,"0","0"
"1","B","2","a","i",,"AMAZONAS","SI","1B2aiSI","1B2ai - Venteo","null","null","null",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"1","B","2","a","ii",,"AMAZONAS","SI","1B2aiiSI","1B2aii - Quema en antorcha","null","null","null",,"0","0","0",,,,,,,,,,,,,,,,"0","0","0",,,,,,,,,,,,,,,,"0","0"
"1","B","2","a","iii",,"AMAZONAS","SI","1B2aiiiSI","1B2aiii - Todos los demás","null","null","null",,"0","0","0",,,,,,,,,,,,,,,,"0","0","0",,,,,,,,,,,,,,,,"0","0"
"1","B","2","a","iii","1","AMAZONAS","SI","1B2aiii1SI","1B2aiii1 - Exploración","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","B","2","a","iii","2","AMAZONAS","SI","1B2aiii2SI","1B2aiii2 - Producción y refinación","null","null","null",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"1","B","2","a","iii","3","AMAZONAS","SI","1B2aiii3SI","1B2aiii3 - Transporte","null","null","null",,"0","0","0",,,,,,,,,,,,,,,,"0","0","0",,,,,,,,,,,,,,,,"0","0"
"1","B","2","a","iii","4","AMAZONAS","SI","1B2aiii4SI","1B2aiii4 - Refinación","null","null","null",,,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,"0","0"
"1","B","2","a","iii","5","AMAZONAS","SI","1B2aiii5SI","1B2aiii5 - Distribución de productos de petróleo","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","B","2","a","iii","6","AMAZONAS","SI","1B2aiii6SI","1B2aiii6 - Otros","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","B","2","b","null",,"AMAZONAS","SI","1B2bSI","1B2b - Gas Natural","Actividades de la cadena de gas natural (emisiones fugitivas)","Minas y Energía","Minas y Energía",,"0","0","0",,,,,,,,,,,,,,,,"0","0","0",,,,,,,,,,,,,,,,"0","0"
"1","B","2","b","i",,"AMAZONAS","SI","1B2biSI","1B2bi - Venteo","null","null","null",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"1","B","2","b","ii",,"AMAZONAS","SI","1B2biiSI","1B2bii - Quema en antorcha","null","null","null",,"0","0","0",,,,,,,,,,,,,,,,"0","0","0",,,,,,,,,,,,,,,,"0","0"
"1","B","2","b","iii",,"AMAZONAS","SI","1B2biiiSI","1B2biii - Todos los demás","null","null","null",,"0","0","0",,,,,,,,,,,,,,,,"0","0","0",,,,,,,,,,,,,,,,"0","0"
"1","B","2","b","iii","1","AMAZONAS","SI","1B2biii1SI","1B2biii1 - Exploración","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","B","2","b","iii","2","AMAZONAS","SI","1B2biii2SI","1B2biii2 - Producción","null","null","null",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"1","B","2","b","iii","3","AMAZONAS","SI","1B2biii3SI","1B2biii3 - Procesamiento","null","null","null",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"1","B","2","b","iii","4","AMAZONAS","SI","1B2biii4SI","1B2biii4 - Transmisión y almacenamiento","null","null","null",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"1","B","2","b","iii","5","AMAZONAS","SI","1B2biii5SI","1B2biii5 - Distribución","null","null","null",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"1","B","2","b","iii","6","AMAZONAS","SI","1B2biii6SI","1B2biii6 - Otros","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","B","3","null","null",,"AMAZONAS","SI","1B3SI","1B3 - Otras emisiones provenientes de la producción de energía","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","null",,"null","null",,"AMAZONAS","SI","2SI","2 - Procesos Industriales y Uso de Productos","null","null","null",,"0.0327244293","0","0","0.0000000019","0.0000648243","0.0001801057","0.000732399","0.0000996994","0","0.0000001211","0.0000000014","0.0000000845","0.0000013953",,"0.0000000011","0.0000000011","0",,"0.0327244293","0","0","0.0000240245","0.0438860325","0.5709350132","0.9521186811","0.4785570371","0","0.0004057391","0.0000112137","0.0000725103","0.0011218076",,"0.0000074503","0.0000119979","0",,"2.079875936","2.079875936"
"2","A",,"null","null",,"AMAZONAS","SI","2ASI","2A - Industria de los minerales","null","null","null",,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,"0","0"
"2","A","1","null","null",,"AMAZONAS","SI","2A1SI","2A1 - Producción de cemento","Producción de clínker en la industria cementera","Industria","Industria",,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,"0","0"
"2","A","2","null","null",,"AMAZONAS","SI","2A2SI","2A2 - Producción de cal","Procesos en diferentes industrias manufactureras","Industria","Industria",,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,"0","0"
"2","A","3","null","null",,"AMAZONAS","SI","2A3SI","2A3 - Producción de vidrio","Procesos en diferentes industrias manufactureras","Industria","Industria",,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,"0","0"
"2","A","4","null","null",,"AMAZONAS","SI","2A4SI","2A4 - Otros usos de carbonatos en los procesos","Procesos en diferentes industrias manufactureras","Industria","Industria",,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,"0","0"
"2","A","4","a","null",,"AMAZONAS","SI","2A4aSI","2A4a - Cerámicas","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","A","4","b","null",,"AMAZONAS","SI","2A4bSI","2A4b - Otros usos de la ceniza de sosa","null","null","null",,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,"0","0"
"2","A","4","c","null",,"AMAZONAS","SI","2A4cSI","2A4c - Producción de magnesia no metalúrgica","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","A","4","d","null",,"AMAZONAS","SI","2A4dSI","2A4d - Otros (especificar)","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","A","5","null","null",,"AMAZONAS","SI","2A5SI","2A5 - Otros","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","B",,"null","null",,"AMAZONAS","SI","2BSI","2B - Industria Química","null","null","null",,"0","0","0",,,,,,,,,,,,,,,,"0","0","0",,,,,,,,,,,,,,,,"0","0"
"2","B","1","null","null",,"AMAZONAS","SI","2B1SI","2B1 - Producción de amoníaco","Procesos en diferentes industrias manufactureras","Industria","Industria",,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,"0","0"
"2","B","2","null","null",,"AMAZONAS","SI","2B2SI","2B2 - Producción de ácido nítrico","Procesos en diferentes industrias manufactureras","Industria","Industria",,,,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,"0","0"
"2","B","3","null","null",,"AMAZONAS","SI","2B3SI","2B3 - Producción de ácido adípico","Procesos en diferentes industrias manufactureras","Industria","Industria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","B","4","null","null",,"AMAZONAS","SI","2B4SI","2B4 - Producción de caprolactama glioxil y ácido glioxílico","Procesos en diferentes industrias manufactureras","Industria","Industria",,,,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,"0","0"
"2","B","5","null","null",,"AMAZONAS","SI","2B5SI","2B5 - Producción de carburo","Procesos en diferentes industrias manufactureras","Industria","Industria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","B","6","null","null",,"AMAZONAS","SI","2B6SI","2B6 - Producción de dióxido de titanio","Procesos en diferentes industrias manufactureras","Industria","Industria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","B","7","null","null",,"AMAZONAS","SI","2B7SI","2B7 - Producción de ceniza de sosa","Procesos en diferentes industrias manufactureras","Industria","Industria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","B","8","null","null",,"AMAZONAS","SI","2B8SI","2B8 - Producción petroquímica y de negro de humo","null","null","null",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"2","B","8","a","null",,"AMAZONAS","SI","2B8aSI","2B8a - Metanol","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","B","8","b","null",,"AMAZONAS","SI","2B8bSI","2B8b - Etileno","Procesos en industrias petroquímicas","Minas y Energía","Minas y Energía",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"2","B","8","c","null",,"AMAZONAS","SI","2B8cSI","2B8c - Dicloruro de etileno y monómero cloruro de vinilo","Procesos en diferentes industrias manufactureras","Industria","Industria",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"2","B","8","d","null",,"AMAZONAS","SI","2B8dSI","2B8d - Óxido de etileno","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","B","8","e","null",,"AMAZONAS","SI","2B8eSI","2B8e - Acrilonitrilo","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","B","8","f","null",,"AMAZONAS","SI","2B8fSI","2B8f - Negro de humo","Procesos en diferentes industrias manufactureras","Industria","Industria",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"2","B","8","g","null",,"AMAZONAS","SI","2B8gSI","2B8g - Otros","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","B","9","null","null",,"AMAZONAS","SI","2B9SI","2B9 - Producción fluoroquímica","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","B","9","a","null",,"AMAZONAS","SI","2B9aSI","2B9a - Emisiones de productos derivados","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","B","9","b","null",,"AMAZONAS","SI","2B9bSI","2B9b - Emisiones fugitivas","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
